,Quants,LogicalReasoning,Verbal,Programming,CGPA,Networking,CloudComp,WebServices,DataAnalytics,QualityAssurance,AI,Placed,Gender,10th marks,12th marks,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course(Y/N)
216,25,17,13,11,9.211829145394622,8.640674048216123,8.068054632153443,8.944525991926097,8.51613275856269,9.241320430105205,6.6053059362194935,1,1,96.58868259708849,92.75073544865553,6.004129478484947,1,1,1,0.9981987292777681,4,1.0010527311555306
217,12,17,13,13,7.533959033999337,4.5111334103131515,9.334347101527431,8.988368384004625,7.789984948456839,6.225649429869656,5.493563795162849,1,0,98.84704284493303,78.74897715331936,8.194791215799489,1,1,0,1.0002136700215962,5,-0.0008473857257773997
218,24,23,24,22,9.889428530010786,4.72342896580948,9.203430526645787,8.885881777576342,7.0244663951349855,2.810967584707177,8.735968385071217,1,1,72.20941262108867,79.2012494015515,6.249467066390298,1,0,1,1.0004259434369882,1,0.9995270962258371
219,11,12,18,23,8.31542471358772,6.3306625939517245,7.449816401225347,7.943533637031821,6.761718929522579,4.710706958143451,8.672825775559252,1,1,62.36421170279359,80.0890697802414,8.33020058302768,1,1,0,1.0002267313520337,4,0.9985321891344567
220,12,13,14,7,6.482960249932375,4.949245524829209,6.419054976894444,8.342778194258184,2.547134747680998,6.11648186809373,8.388701998829031,0,1,96.64462371001784,61.8827936833561,6.976889450860767,1,1,1,1.0007962277597384,3,-0.00010575734245757281
221,16,8,14,8,9.773613329635836,8.21349715493025,6.186898059101147,5.73521301770203,7.897132593405372,3.7775071179375215,7.1406085643654045,1,1,72.29156063845983,91.92608763106392,7.390151713376333,0,1,0,0.9997305436362071,1,1.0004555655256766
222,20,12,10,22,7.061931948970186,5.67146467289871,5.217818938446482,6.796154341404802,4.810816207831897,5.652263084419605,8.006664993824929,0,1,81.80265009926269,94.15590918552063,8.130456536351065,0,0,0,0.9990884330665095,5,1.0008424975973553
223,8,10,24,25,7.582057332473429,6.874714779755031,6.8131621364849355,9.016381621487218,3.4492536017300637,3.0101345004166498,8.7427673255332,1,0,71.57979685163522,80.58417133234438,8.567249769858712,0,0,0,1.000370323678711,4,0.9997445396426414
224,8,14,17,7,7.405376448522683,5.935952747358908,6.583453064685155,5.5378938771195525,2.4488946069568165,3.1145522899497804,4.915973520046206,0,1,81.18389160108082,90.01310720767553,8.001822664389913,1,0,1,1.0007519090778063,1,0.999562670916373
225,20,16,14,15,8.047474516491468,7.218599386845481,8.374887157608551,8.121591516187149,6.859670080917797,5.629604024839676,6.513107803078967,0,1,83.94370853329477,75.5116160998767,8.39181738389876,0,1,1,-0.00039102812749716904,3,-0.0003501375421824699
226,12,9,25,9,8.53645738687205,3.4484725931387574,5.2146519807675356,8.435390013298276,8.125235252079904,9.285491691446204,8.192503947699711,0,0,97.81084407876186,82.26553852840173,6.463689669404169,1,1,1,0.9998637312007205,2,0.0004453634112193428
227,9,22,12,8,8.050104743118075,9.007854651718885,6.109742869910954,7.244736679143909,8.92883085728029,7.94884053673846,8.710768525034256,1,0,87.61475394842435,71.74826850711443,9.424599262179822,1,1,0,0.9994117446213004,1,1.0005748657699962
228,16,17,13,19,8.108419641849682,7.171254369804589,6.981754212467261,6.558719045494567,3.229430106051339,6.2366707009547255,6.737137381146724,1,0,73.13084183032913,73.32776890738066,9.379806591623224,1,1,1,1.000153681404781,1,-0.00017489695337585392
229,8,20,12,22,9.87901581199051,9.021275504045224,8.795535402098363,7.937362648033349,9.052340438826882,8.859440885814765,7.795445963605297,0,1,97.79523331702455,81.63677064129857,6.220404915371348,1,1,0,0.9987488859398872,4,1.0008931655661486
230,14,10,16,14,8.382696422446184,5.145947451237453,7.102511697382782,7.75355853056407,4.371120909582227,6.814760052382446,5.449011387401432,0,0,81.41549302663303,82.58518638603329,7.486417396026514,1,1,1,0.000490423266354582,1,0.9997852517781101
231,14,11,14,14,9.876209088591143,5.577595339307074,7.071765655810086,5.758328561667328,2.669071656874531,4.735815138559372,6.710138026989667,1,1,72.09324647221672,83.54599648021875,8.475546322228308,1,0,1,0.9995436511891255,3,0.00040309648671834643
232,10,20,19,12,8.746164001724443,7.007029389257809,6.577053473520723,7.881722513997073,3.2905429004664546,4.615041041599855,7.411069268959239,1,1,60.42135149147121,61.32922716926974,6.533457580957046,0,0,0,0.9997571995991604,2,1.001053320369702
233,20,20,16,12,8.513947676508558,2.8101686659012195,7.655409578672906,6.8962687563770375,5.768751699725513,5.6949077155250425,8.71776002308177,1,0,65.7557287772342,84.45875998827698,6.684873302837195,1,1,0,-0.0001805963524780638,5,1.0001554588295565
234,15,17,15,12,8.286797186578386,7.605779706561589,5.241952522125825,8.230471057451904,6.558602644622306,6.855836294275101,7.376674532594688,1,0,81.94186526253827,76.08454906387816,8.050314115506811,1,0,0,0.9986535413101445,2,0.9996144201730677
235,8,10,10,11,7.661500918662955,4.982985431038517,7.794386879251016,5.6147432894079765,2.640513681666994,5.910826429236435,4.399811574381229,1,1,77.81768414098333,80.82453357979178,7.174243838387614,0,1,1,9.907667134570545e-06,1,-0.00025912902548958996
236,11,10,14,18,8.44640117017849,5.070321147692684,7.961368243592554,8.22702396034584,5.846471177232772,5.6860205888071915,7.266057566454145,1,1,96.2875938067326,92.31890084993753,7.033426673870826,1,1,1,1.0012839853206241,2,0.00023805195540433415
237,23,24,9,13,8.299039170629309,7.5141013330474005,8.451862450119206,7.863077552202821,5.957753471579953,5.750447375674206,8.902512461936318,0,1,95.2919555688771,62.687466587672276,8.285144472287824,1,1,1,0.9992911749056876,5,1.001508346120946
238,13,24,25,9,9.759885078806645,8.600801820999397,9.272659871348429,8.346531312038953,8.6353798662936,9.164534538155308,9.176674360831385,0,0,61.69470849121903,65.47687852200694,8.069869149362622,1,1,0,0.9987518251296312,4,1.0005329274450463
239,25,7,21,12,7.786337082462791,7.249731458544247,9.208270996498015,6.357012313494114,8.688807488729738,7.225809823135053,8.806724956244395,0,1,85.97166013278368,74.8322192482954,8.76619874489775,0,1,1,0.9992033199878816,1,1.0007940112177987
240,18,9,7,9,9.442159597550384,5.11824646189705,7.24660413876971,5.8226088401690195,4.577932432684892,2.1653144544153458,8.613759488789887,1,0,97.42940449229233,75.8444988480746,6.431240304967577,1,1,1,1.0018572121110938,5,1.0003590316684172
241,25,25,25,11,8.76933270271627,8.912587556515346,9.451561736556473,8.877649977247163,8.730084849670623,8.910141880847526,9.476178686852712,0,0,84.95170142418591,62.82408570116956,6.52887051392175,1,1,0,-0.0010115608274210068,4,1.0014381955519507
242,20,11,23,22,7.031498531334761,6.004411793881429,9.23402609115423,8.41732699801753,5.583725059404159,6.799340779147317,8.992796984806128,1,0,63.72689949095688,69.40988900098193,8.494982058920444,1,1,1,1.0005894570115614,2,1.0006148507174806
243,11,8,23,16,7.308187012265031,3.8028288549157927,6.145974625552283,5.6527903169103855,2.7514776209694918,5.999526585886785,6.339956220573323,0,1,93.33553124406664,61.546183420915256,8.207334242065414,0,0,0,0.9985035074098766,5,0.9997724981888239
244,21,11,23,9,8.927717399884441,9.182016926268089,5.215559073143424,8.685898312087057,6.7285032883226705,5.610617442043355,7.125665027180737,1,0,83.0462159236284,70.62578446885502,6.730271243339344,1,1,0,-0.0004875335341190319,1,1.000405940185822
245,9,17,15,11,7.871265823263911,9.401099263996882,8.385219072143949,7.812070546871122,6.1719225976810455,4.798488133679781,9.32330202892028,1,0,78.26790465771775,74.14482796983387,7.805560937791162,1,1,0,0.9987020584293033,5,0.9999488200239576
246,17,18,18,13,7.832430647263692,5.844340954742537,7.212989405253616,7.797239145322671,7.428077400912773,5.643853682793411,6.496807815033029,1,0,89.90821126765978,73.33691467918484,9.232562733763679,1,1,0,-0.0011583012259495035,4,0.9991193434835659
247,22,8,21,23,8.395902375389914,3.659658757229871,8.560704755646814,8.376758184997284,7.121925418993275,7.565694806778189,8.00501535048668,1,1,71.47714174046186,72.33039699069643,8.013024507770595,1,1,1,0.00019504012670244734,2,1.0003020848924304
248,21,23,11,18,7.166525435140123,5.913844433083316,6.152035974373703,6.522389293823958,4.633952864412271,4.762362834363328,8.752233108985546,1,1,61.39985329161713,82.73704140480937,7.192400017102535,1,1,0,1.000503981635463,3,0.000902552821982215
249,13,7,25,12,7.184504170711126,5.9565545085250005,5.51902160347017,8.956744098274404,2.7226776213093453,8.002782860668908,8.921088539954114,0,1,63.80262298072559,71.2734450860286,8.499271784535122,1,1,1,0.0001401097961357137,4,0.0010109581816738632
250,19,17,15,22,8.368140358665183,7.237148813212705,9.394830215467852,8.360716981929707,6.196702159319914,2.802404289886309,6.714482364015049,1,1,81.24122862589013,74.21221522753346,6.767280628468332,1,1,0,0.999217648406548,5,0.001343555072245288
251,11,10,17,7,7.476976547537698,4.295284056306961,6.660095441099964,8.274016986158994,3.5204572594552586,1.884198127226158,4.793102224197605,0,0,98.60940224039356,72.28864444150095,7.737225853791559,1,1,1,1.0003296391629497,1,0.00022126595056862653
252,21,7,7,20,6.601881374812949,5.974768126800039,7.296687839504904,7.305239291610904,4.940910155363395,3.86481609976427,8.748971591942125,1,0,87.3583618442244,67.34153477860342,8.26452711262634,1,1,1,-0.001004860964172336,2,0.9997586479390728
253,25,17,21,11,8.96052214197983,6.655968190371423,8.780928256098894,7.888241951968912,8.748777359097422,4.266025523710823,8.740779181724127,1,0,86.47084533562307,76.8118397901305,6.282010835638961,0,0,0,0.9995366132197464,4,1.0020570600606462
254,23,17,22,17,8.023531798164631,7.130908697629316,8.740955081932743,7.847095404704715,6.795236249633241,8.938689794057655,5.43398644882003,0,0,82.59207074092397,80.88221587172048,8.369086993445643,1,1,1,-0.00032666913716826885,5,1.0009965882280742
255,7,9,12,18,7.149373026861391,3.864651582144423,6.50394970858282,6.895985961547087,6.721519516131726,4.412112633635069,5.612374437081139,0,0,78.01106813553838,61.541614728621084,9.753336852500945,1,1,1,0.9998449862354932,5,1.0004383309605938
256,19,16,19,7,9.16251209046332,4.555925408329469,7.578890594181422,7.49796888512234,4.548748263389831,6.238797333854901,7.608967003599893,0,0,66.79676475284543,94.77275728488993,8.5300931173204,1,1,1,0.9994400388668049,1,-0.0013515577696066663
257,9,17,12,11,8.974788230795493,7.975424150902886,6.051105906995571,9.361894432589951,4.721673903531412,4.565121461501806,7.920459021333423,1,0,83.4410914040624,91.72517926364822,6.264721616860574,1,0,0,-0.0013981981352131868,4,1.0005172914748486
258,9,7,16,22,9.508253595503422,6.953824596277369,8.30715152113478,8.783556843589137,4.8049329176142255,3.705928931805801,8.493192696279195,1,1,73.58230899050821,82.33556249165164,6.807009996249975,1,1,1,1.0013426178166835,4,1.0000911690503376
259,7,7,13,9,7.325858464589512,9.094168592668094,8.278345496885734,6.754504928818881,5.014077948746406,2.725989421843016,4.5398975308149305,0,0,82.92901609547341,61.81169096204572,7.151062260968812,1,0,0,1.000349559754167,5,0.0005110204670422667
260,18,18,16,16,7.895792378754347,6.8048254118803815,7.786399059295959,8.170347374405981,6.507239325069049,5.861823473040622,5.406832066766444,1,1,79.77298294227255,77.24883603941447,9.356915332027661,0,1,0,0.9986494255619264,5,1.00029690663941
261,19,7,21,14,8.018355075597297,5.9518939545022445,7.987067129199043,5.650382036376458,7.278680661675168,4.597190742291548,6.962215965617596,0,1,63.773275181867184,83.13108412417662,9.659576812307122,0,1,1,0.9996870841792314,4,1.0002380305055878
262,13,23,12,9,9.389368074645503,5.73889553928111,8.317460571633015,8.458702894812411,8.82533807341199,5.186443447218798,4.90540618185244,1,0,98.405449122984,68.0632999287986,9.95762245990482,1,1,1,0.9999973415219842,1,-0.0007039829205501023
263,14,17,14,14,8.30579120338415,5.898084511432206,6.729606121362984,6.469615393867369,5.876177885066703,6.338096134412714,6.301643877188155,1,0,70.49549935875923,98.67783668928523,8.115736153100096,1,1,0,0.9998868540078534,1,1.0000769828923786
264,23,19,25,8,6.92892486390562,7.321870437794366,8.679625960539013,8.493956085533815,8.006015179006353,8.296022311397588,8.59970177053813,1,0,97.87990041136021,73.99682643242174,9.664171332404976,0,1,0,-0.0001699695869953375,5,0.0008481188035720016
265,25,25,24,11,7.154071464583648,8.298610175834813,9.23287894789384,6.895412478264084,8.71130942835514,4.6033103226624865,8.924045704615446,0,0,87.02307960152758,80.87736229254436,8.01315478668168,0,1,1,0.9987922676198124,5,0.999856172896843
266,15,11,13,12,9.739126499057255,4.661175645917116,9.413283462283497,9.266793256240797,4.672868290667657,4.540318629246062,8.668278525524611,0,0,65.72133261309665,92.03718259175325,8.826211971726597,1,1,1,0.0018500404933344124,1,1.0003275878233209
267,14,22,17,16,7.662468690255935,7.139504943019499,6.350256118698189,8.405429583252594,7.374241881141629,7.288674665934836,7.14528416885125,1,1,91.53910461325295,77.36871156187591,9.855569367844048,0,1,1,1.0012235748532754,5,1.0003541331303119
268,16,16,15,17,7.971640013886267,7.588250737429884,7.236779728145177,6.653278394286978,5.593141875043249,6.6552664234666095,7.249373453443439,1,0,61.61211547064212,68.76458768905641,8.15718317961051,1,0,0,0.9993084149335838,4,1.0001100362928967
269,7,20,7,14,7.149324572168026,5.582402822842662,6.284163147872579,6.921779537157336,4.908503370474276,6.336124443242239,7.160225733452207,0,1,99.70417137253662,67.3563249963342,8.497166921940073,0,1,1,0.9991855083341256,2,0.0012883031019280025
270,18,11,20,20,8.459318725199141,9.055031080521013,8.222549837136308,6.7734162738062516,6.204582727057012,4.923661022767841,7.3936493567000365,0,1,97.19233224586615,92.4841281613787,7.493356356514252,1,1,1,0.9998722509397986,5,1.0015689449679321
271,9,12,20,23,8.029641305106027,5.899125786795351,6.092972275045301,8.756903487269767,8.89439740209153,4.859839594614769,7.1666974947652555,0,0,81.39416252435504,79.13702487801405,7.463434581654298,1,1,0,-0.00030502202589236,2,1.0002615893634588
272,20,17,20,23,7.212949095997933,6.088416108323073,9.20452826393974,7.577641665277361,6.091636208202166,4.4023380262546,5.621095704035454,0,0,61.98963970191888,78.45235228352115,7.886288417818308,0,1,1,0.9994591480655578,3,0.00021847296430255707
273,21,21,15,17,7.952488960942102,7.002518613309054,8.021839529177333,6.095288442581763,6.941599738815035,6.929249337283767,5.644889916229927,0,1,76.64411791658958,72.32350318152821,6.36338310786309,0,0,1,-0.0012722297791058705,4,0.9989186379817427
274,14,16,17,16,7.63498632332987,8.28981893493479,7.25989207608554,6.411995211487879,5.632624334972929,6.270191364252745,7.876543078299512,0,1,93.59314810219601,70.5032776797949,8.030396346139872,1,1,0,-0.0003201383580924453,5,0.0007326776751401323
275,14,18,13,11,6.600115869475385,5.139565379971896,8.346653995481816,6.447833838584537,5.827312069515031,6.947037418929249,7.277818738738564,1,1,95.6055853659867,78.6270186192526,9.916065379734842,0,1,1,0.9999559985280102,2,-0.00028707582858411487
276,9,20,14,12,8.343505956443362,5.934089596135522,8.087402988843893,8.258927720657647,7.849906894660981,7.378288216747362,8.950228762092747,1,0,83.1287876089154,49.29192593349946,9.254198437482613,1,1,1,0.9982579478466234,1,1.0004783758307345
277,15,17,9,13,8.02401806687034,8.917560390017691,5.910191034479187,8.407475372831382,6.138530984780725,2.754927517995543,7.259176890420891,1,1,66.06544404323002,88.6899854050561,7.148422550789983,1,1,1,0.9995848417153896,2,1.000475161953642
278,17,16,17,15,7.623985656152585,7.419000499545774,7.706206685912459,8.264847786620324,5.797211186506073,5.55027626287146,6.162165434079968,1,0,70.34168131349291,86.88424474385673,9.800633681419228,0,1,0,1.0000145818240438,3,0.9999193664833478
279,7,18,14,18,7.349139613930757,6.239476362156296,6.3036572969526,6.838394219579051,3.936522258331351,3.6558850114458323,6.244359515185653,0,1,60.950366105443244,80.57558653006147,8.270659553747564,1,1,0,1.0000468297346354,4,0.0010816300124810289
280,14,18,17,19,7.583027020992691,7.132610209169036,6.548749381789316,7.901102733682459,5.66241441080116,5.149061668819815,7.408744220581118,1,1,61.70916780210067,99.10650058476392,7.867372398295536,1,1,0,0.9992133495237148,5,0.0005100336528907721
281,16,17,17,15,8.386589693433544,7.353235933230921,7.775819939399866,5.550276603630715,5.946151426774886,6.675394193520082,7.485473103225448,1,1,82.79686985439143,66.77664665799792,7.85970349417874,0,1,0,-0.00045056229577518164,1,0.9991544679198121
282,25,10,21,8,7.2477298572577435,2.7621613721628773,8.295953095234465,5.722691147396079,7.937507631234198,8.662215190910834,8.006672210462648,0,0,82.11789767031496,71.76877045360854,8.275947604855142,1,1,0,0.9984081787505651,1,-0.0010665783379190002
283,14,15,17,23,7.8619327911242225,7.205698982254342,7.821179908686547,6.56148855121584,5.918013096207976,5.727171034021504,9.052146044113847,1,0,87.16803110774961,92.2508388614641,7.722449269354814,1,0,0,1.0000533518072108,1,1.000011468198931
284,10,10,12,7,8.290886635922682,5.887626185094026,5.1275295806463,6.7035842780496635,3.781765984004366,2.7006280222289125,4.465882010560849,1,1,81.55824111348704,77.20968379114962,8.411242982983085,1,1,0,0.999852345741135,1,1.0010825118561462
285,15,20,15,23,8.063155022372547,4.6655183074495294,7.866466221882919,8.383470972709045,4.10025760331691,5.179419359218634,7.281525361734274,0,0,95.30466977156765,67.36860688426098,7.5128757330561875,1,1,1,-0.0003850456420446292,1,1.0006053066311857
286,16,18,15,14,8.085427954178202,5.0794220699248624,7.680858281928104,7.903345147727478,5.935193357996418,5.743588917268859,5.900353795999447,1,0,60.65803520355253,71.94796936888544,6.280729049341589,1,1,1,0.9993412818182267,1,0.001382298793079951
287,16,19,15,23,8.343747727575916,8.871217179200956,7.1990858792969945,9.279537273951007,6.1651501610481025,5.883013962011351,8.405411541375171,1,1,73.46611865757252,84.60852173683539,9.346898875613487,0,1,0,0.0001784257941792913,3,-0.0006722802538710158
288,11,16,25,25,8.862358877400306,5.0200958717293425,7.500066008471946,5.684072650546984,8.010678493280654,6.266922896034336,8.826421077551366,0,1,73.47999687932099,78.97708437110599,8.483011177999867,0,1,0,0.9993958578773073,2,1.0008740139817351
289,12,17,16,11,8.394846759765509,4.8495045675149875,7.889615443214187,7.158152661133577,7.312940138875699,4.808401935087648,7.328140404550214,1,0,95.0101864573716,79.99201925064254,8.207321218321995,1,1,1,0.9992578778175556,5,0.0007093651987668837
290,14,9,15,20,7.582638692435585,5.175482717895912,7.832759560518395,6.477161424252768,5.39953060032416,4.435977867082673,6.377799974773762,1,1,91.39585216363798,85.15597879194857,8.867432975901165,1,1,1,0.9990952220757793,4,0.999894111612028
291,13,8,13,8,9.422994795964126,6.257599648156217,7.459809438584322,6.503365131431551,8.03003697857284,4.701129245588356,6.566144605268671,1,0,80.49149596570538,72.47399923299719,8.073755560965568,0,1,0,1.000313276641951,3,1.0004409508701564
292,14,14,15,14,7.650287906181222,7.255481752457064,7.171644702801006,7.8749407717051945,5.284614228515059,6.705001580477382,5.486090321961395,1,1,94.50292359106923,68.75568361099776,8.165034436873622,1,1,0,1.0003383356405904,5,0.9993508943371516
293,21,11,13,19,7.177657075190596,5.894668487783777,7.274444548637167,5.786309321345011,3.6918541518844963,3.4400866516841315,5.969467541084059,0,0,95.31557495890127,84.21566806849836,7.179725457555191,0,0,1,-0.000190023814668562,4,1.0009857385358152
294,19,14,17,16,7.969639688836394,4.34894276082303,4.9919107284861575,6.4428374047491594,5.414005067622801,6.946104657025425,9.07613023188441,0,1,79.22751246436135,70.8185665893741,9.77510768870238,0,1,0,0.00039428532003408514,1,1.0000566721838196
295,18,19,15,16,8.276003614686164,8.489596651838049,8.366483250657902,8.433473972463,7.269983059384149,5.257295682129206,7.564583987494325,1,1,97.59348494298412,99.11964692888569,6.200033173074998,1,1,0,0.9993108201645704,1,1.0009988917864647
296,17,17,16,14,8.356372235975481,6.412235315532801,7.8540169983097075,7.571986532031951,6.686499833590233,6.175384465725884,8.00230224277429,1,0,74.0746870265083,71.44847626576959,7.621823431145188,0,1,0,1.0001849104402807,3,1.0008582573065745
297,24,23,23,11,7.132032884705339,9.496247530975564,5.5019039206743505,5.6121600269987395,3.1444303780231038,8.037753679614205,8.635283922489938,0,1,66.85911114711851,92.90315618983364,6.65167839566236,1,0,1,1.0001257248235733,3,1.000062046670898
298,9,20,18,16,9.397788108798077,4.408979128589509,6.987103493138205,8.295571635065734,6.6508922919267,7.2582154749792025,6.656302306902749,1,0,70.96194604056873,71.69999040484738,9.261443308678011,1,1,0,0.9995257742877528,1,0.0003845707670899811
299,9,11,12,16,8.461466012013773,5.427053955879073,7.773705907835301,6.378331320572619,7.887997834310414,5.00549198419647,7.355113338287871,1,0,82.02222490317331,90.02367533319523,8.184552385648342,1,1,1,0.9995223517297948,1,0.9998228459506623
300,22,16,21,15,7.830652839664085,7.522632549775427,8.843289009814582,7.258440803936485,8.952838925187402,7.517506456739752,8.113558656001272,1,0,88.7657126987915,71.16603274373242,7.951679854971989,0,1,0,1.000176087499415,1,1.0012241512162299
301,16,19,10,16,8.002962406448502,7.39792327251792,6.444051732925162,7.855076714202514,5.715758494313571,3.157753730490281,7.1883955072268435,1,0,99.0960273106015,92.92479112395426,7.0633991491699435,0,1,0,-0.001348800051701904,1,1.000030876640105
302,20,19,17,16,9.390759911339224,7.265320310754312,7.0428868360202515,7.295523103808959,3.9496983837597015,4.784187789811015,5.91473267903448,1,0,78.73264971827734,62.71752218702699,7.948448525282021,1,1,0,1.000118245815503,4,-0.0006004875761998883
303,8,8,12,20,9.620504683531976,5.505838250996743,6.1924332724859905,8.885685339528386,7.953417715925857,7.922007657397152,6.402008306865228,0,0,64.64930174912108,92.16013759152811,8.547806527615762,0,0,1,0.9994356179992968,1,-0.0005871414958578034
304,19,10,14,16,9.945531944259054,8.21553132406542,8.40275811715655,8.38804623513994,7.854127267926608,8.991335967899342,6.404738991791447,1,1,65.26400184650679,75.16639991955542,7.133756812145277,1,1,0,0.9985784360498304,5,1.0006947050148183
305,14,7,17,14,8.733922429810013,7.013084631743865,7.306160647754972,9.354213413077733,7.995277246208098,6.192455031037102,7.231186508059479,1,1,87.70967415569493,81.53681111795048,9.193211988789642,1,1,1,1.0001421957097263,1,1.0013135027236577
306,7,17,12,8,7.660236817180522,4.837808059029648,8.178343705436223,5.635817722671489,3.526163190319558,1.9819798721536435,7.1751820798667545,0,0,87.84240077343858,63.26617859051603,8.246053391001418,1,1,0,1.001976395025912,1,1.0004912655733984
307,20,7,23,16,7.807525828681352,6.008709702998069,7.122026599125596,8.276118177396393,6.13351239499022,5.957823819462906,7.175375813971856,1,1,92.61944718931605,92.92774135730056,6.676338477969012,1,1,0,0.9993233430314332,2,1.0004449504672794
308,19,14,14,20,8.295924185671858,6.676984528793515,7.0282898374273985,7.8073466412019,6.704801338242819,3.0036257796958314,5.492177361521721,1,0,81.85164893942297,94.00202766044676,9.381227008802865,1,1,1,1.000075183537634,4,1.0000649716740113
309,25,22,13,9,8.989005334994006,6.015807602172368,5.117311406291523,8.84939594244241,5.821646665793242,8.74093791146684,6.493125895233042,0,1,79.66350546852088,93.85751408127298,7.009338706450824,0,1,0,-0.0009782258050638263,1,1.0001836740191667
310,22,7,16,9,8.99270214281932,4.767620275935425,5.443479739207273,6.347302668012903,3.3274629081110714,7.416576722044594,8.869241667403362,1,0,82.18574064445701,93.78053934123982,6.6189458698547075,0,1,0,0.999700629495161,4,1.000780825755561
311,11,11,16,7,8.558911110848033,7.239353057158959,6.843085370195407,5.934534652902945,6.1379853568303195,5.814031241067392,5.646117759189774,0,0,71.8051343162483,73.51578083065354,6.068498258374044,1,0,1,1.0002792358518169,4,1.0002266191585225
312,24,23,25,13,8.33435922562692,9.535575046199291,5.951782440651613,9.244760563140058,6.122015597305497,6.0827299573108835,5.391870235055458,0,1,65.8026647104344,69.75915909351468,6.598966386094554,0,0,1,0.0003040166077264663,1,1.000333105941467
313,7,11,14,12,7.319618968796881,3.388585902315585,7.050663704419685,8.291632006103338,4.897248684338348,3.9450380151743807,8.39382135177275,0,1,98.79664578012266,96.49147998126297,9.437064745736283,0,1,1,0.9988872021667078,4,1.0003193887604676
314,9,21,12,25,9.666126649002463,8.400321523549966,8.4498397367128,8.745973199444046,9.023281982664601,8.632951533539895,8.0109454312186,1,0,87.61316011423217,88.56895369530214,9.499376706857248,0,1,0,0.9999060706392764,4,1.0002163909425912
315,10,10,13,12,9.994972942143354,4.935568140579995,6.888129272527216,8.313356745415765,2.630957489305163,2.003126348742079,5.829948802345452,1,0,91.72494967131688,67.48064542754614,8.381845796720913,1,1,1,0.9998931280626535,1,0.9989723258501515
316,15,24,24,11,8.575748321907543,5.874151063845741,7.069552261261294,6.306788151216991,8.023834314129022,8.711475198251385,5.0352588015444955,1,1,95.22167087386191,73.65763510560421,8.229621295812462,1,0,1,1.0002681534495494,1,1.000395287884356
317,12,17,12,11,8.00252528557274,5.711738024130842,7.8373090582787945,6.870918489266071,5.024602974628888,1.7841060279377225,4.430351792996618,0,1,82.35884091974631,80.02359684348936,7.924132267408243,0,1,1,0.9985807976773373,2,1.0004632280405583
318,12,17,17,13,7.363541095982307,6.703389827217411,7.094359524904572,8.264809030776124,7.959712949929446,7.395218930635293,7.85842907178101,1,0,99.20647260155313,93.76871067691754,7.951293182345656,1,1,0,-0.0011125952882584816,4,0.9998970788960113
319,7,18,17,21,8.673591771651347,7.210167334414833,5.256479955301859,6.607687153352698,5.775485384280673,5.992355353394561,5.485199914636204,1,0,97.8512315696788,72.95710420501723,9.74956016695176,1,1,1,1.0009723821407073,1,-6.041755878319321e-05
320,7,23,12,12,8.939979909649237,6.099146222448426,9.158235618271192,8.476509633469254,2.694688699544062,4.711408308580342,9.083987111835773,0,1,96.14745984737864,94.0706551991397,7.97085107834173,1,1,1,1.0002062296525132,4,0.9999251301579664
321,20,7,12,14,7.3073769273964455,4.79483003111667,7.036839314194604,5.792275157083166,2.590502901235178,4.877903675186294,5.826896475195878,0,1,66.51167481734065,63.05353267360856,8.490292782644563,1,0,1,1.000075940103976,5,1.000168389215963
322,14,11,14,11,7.460029879297984,5.425773012230685,6.633695389103543,6.820134293210829,5.760941851268409,4.829011739974063,5.483706529231027,0,1,93.73741636856757,98.45518822168978,7.537923458329916,1,1,0,0.999651086170732,4,1.0004184136050847
323,16,13,17,15,7.3129284531267995,5.469804675547128,7.080963521038886,5.554420300964492,5.875707869335407,6.818041168489512,5.629886117141632,1,1,93.64056353834403,69.83644661400584,7.596163366108781,1,0,1,0.9995913134436759,1,1.0003272146594024
324,8,17,25,13,8.914350168236398,8.969745319102385,8.442591139473354,6.643469161325492,8.754517500973025,8.023264456719225,8.675552109825697,0,0,96.71954347562739,92.52571037022092,8.175862214010188,1,1,0,0.9976505694448863,1,1.001294357106226
325,14,18,17,16,8.071560076836905,7.294290693387857,7.714748361995553,7.549714676131931,5.754843161478274,7.045790294234264,7.528147501745272,0,1,60.81098094710413,61.32614918031897,7.329055594232526,1,0,1,0.9995316509336085,5,1.0002670239691434
326,14,17,13,16,8.306962935325192,5.670582247802341,6.617312623693354,8.20937713262009,5.425172411879101,6.967087596691306,5.302165688471584,0,0,98.82074593260268,63.72996363684575,8.034679215223889,1,1,0,0.9997292290175583,5,1.0000468467707662
327,14,18,11,14,7.2754860909530885,5.01348464756035,7.467525670936376,7.762279893636066,5.8028247576928464,5.957299277934486,5.423496584812037,1,0,85.52462400156095,88.22186027895322,8.162641662748218,0,1,1,-0.0010116003149192598,4,-0.0010924784994407262
328,7,9,12,12,8.84319948668613,5.506413241353822,5.388910662833954,8.260099017770074,8.03232929502038,3.6945943484041135,8.161133744277501,0,1,84.34790192737215,92.4169362902081,8.332913063696282,1,1,1,0.9991120776050385,4,1.0000100012624342
329,15,20,17,16,7.720450105709779,7.443075488016064,7.391951632298109,7.658076751371843,6.705851655272526,6.481201383455762,5.631874184869178,1,0,80.37790468448024,95.33487092342503,7.749999851031546,1,1,0,-0.0005148447062509123,1,1.0006608497252658
